syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg,all_variants,selected
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,+,-,-,-,0,-,0,0,ʄ̤ˤ,ʄ̤ˤ
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,+,-,0,-,0,0,"ɠ̤ʷ, ʛ̤ʷ",ɠ̤ʷ
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,+,0,0,ɠ̤ː,ɠ̤ː
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɠ̤ʲ, ʛ̤ʲ, ɠ̤, ɠ̤ˠ, ʛ̤ˠ",ɠ̤
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,+,-,0,-,0,0,ʄ̤ʷ,ʄ̤ʷ
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,+,0,0,ʄ̤ː,ʄ̤ː
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,-,0,0,"ʄ̤, ʄ̤ʲ, ʄ̤ˠ",ʄ̤
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,+,+,-,-,0,-,0,0,ʛ̤ˤ,ʛ̤ˤ
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,-,+,-,-,0,+,0,0,ʛ̤ː,ʛ̤ː
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,-,+,-,-,0,-,0,0,ʛ̤,ʛ̤
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,-,+,-,0,-,0,0,d̪ʷˤʰ,d̪ʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,-,0,+,0,0,d̪ʷʰː,d̪ʷʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,-,0,-,0,0,"d̪ʰᶣ, d̪ʷʰ, d̪ʰʷ, d̪ʷˠʰ, d̪̤ʷ, d̪ʲʷʰ",d̪ʷʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0,"d̪ʰʲ, d̪̤ʲ, d̪ʲʰ, d̪ʰˠ, d̪̤ˠ",d̪ʲʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0,"d̪ˤʰ, d̪ʰˤ, d̪̤ˤ",d̪ˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0,"d̪ʰː, d̪̤ː",d̪ʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0,"d̪̤, d̪ʰ",d̪ʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,+,-,0,-,0,0,b͡dʷˤʰ,b͡dʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,+,0,0,b͡dʷʰː,b͡dʷʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0,"b͡dʷʰ, b͡dʰʷ, b͡dʷˠʰ, b͡d̤ʷ, b͡dʲʷʰ",b͡dʷʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0,"b͡dʰʲ, b͡d̤ʲ, b͡dʲʰ, b͡dʰˠ, b͡d̤ˠ",b͡dʲʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,-,-,-,0,-,0,0,"b͡dˤʰ, b͡dʰˤ, b͡d̤ˤ",b͡dˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,0,+,0,0,"b͡dʰː, b͡d̤ː",b͡dʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,-,-,-,-,0,-,0,0,"b͡d̤, b͡dʰ",b͡dʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,+,-,+,-,0,-,0,0,dʷˤʰ,dʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,-,0,+,0,0,dʷʰː,dʷʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0,"dʰᶣ, dʷʰ, dʰʷ, dʷˠʰ, d̤ʷ, dʲʷʰ",dʷʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0,"dʰʲ, d̤ʲ, dʲʰ, dʰˠ, d̤ˠ",dʲʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,+,-,-,-,0,-,0,0,"dˤʰ, dʰˤ, d̤ˤ",dˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0,"dʰː, d̤ː",dʰː
-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0,"d̤, dʰ",dʰ
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,+,+,-,+,-,0,-,0,0,bʷˤʰ,bʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,+,-,-,+,-,0,+,0,0,bʷʰː,bʷʰː
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,+,-,-,+,-,0,-,0,0,"bʷʰ, bʰʷ, bʷˠʰ, b̤ʷ, bʲʷʰ",bʷʰ
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"bʰʲ, b̤ʲ, bʲʰ, bʰˠ, b̤ˠ",bʲʰ
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0,"bˤʰ, bʰˤ, b̤ˤ",bˤʰ
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0,"bʰː, b̤ː",bʰː
-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0,"b̤, bʰ",bʰ
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,+,-,0,-,0,0,ɖʷˤʰ,ɖʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,+,-,0,+,0,0,ɖʷʰː,ɖʷʰː
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0,"ɖʰᶣ, ɖʷʰ, ɖʰʷ, ɖʷˠʰ, ɖ̤ʷ, ɖʲʷʰ",ɖʷʰ
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0,"ɖʰʲ, ɖ̤ʲ, ɖʲʰ, ɖʰˠ, ɖ̤ˠ",ɖʲʰ
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,-,0,-,0,0,"ɖˤʰ, ɖʰˤ, ɖ̤ˤ",ɖˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,0,+,0,0,"ɖʰː, ɖ̤ː",ɖʰː
-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,0,-,0,0,"ɖ̤, ɖʰ",ɖʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0,"ɡʷˤʰ, ɢʷˤʰ",ɡʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0,"ɡˤʰ, ɡʰˤ, ɡ̤ˤ",ɡˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,+,-,0,-,0,0,ɟʷˤʰ,ɟʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0,"ɟˤʰ, ɟʰˤ, ɟ̤ˤ",ɟˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,+,+,-,0,+,0,0,"ɡʷʰː, ɢʷʰː",ɡʷʰː
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ɡʰᶣ, ɢʰᶣ, ɡʷʰ, ɢʷʰ, ɡʰʷ, ɢʰʷ, ɡʷˠʰ, ɢʷˠʰ, ɡ̤ʷ, ɢ̤ʷ, ɡʲʷʰ, ɢʲʷʰ",ɡʷʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0,"ɡʰː, ɡ̤ː",ɡʰː
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɡʰʲ, ɢʰʲ, ɡ̤ʲ, ɢ̤ʲ, ɢʲʰ, ɡʲʰ, ɡ̤, ɡʰˠ, ɢʰˠ, ɡʰ, ɡ̤ˠ, ɢ̤ˠ",ɡʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,-,+,-,0,+,0,0,ɟʷʰː,ɟʷʰː
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0,"ɟʰᶣ, ɟʷʰ, ɟʰʷ, ɟʷˠʰ, ɟ̤ʷ, ɟʲʷʰ",ɟʷʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0,"ɟʰː, ɟ̤ː",ɟʰː
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɟ̤, ɟʰʲ, ɟʰ, ɟ̤ʲ, ɟʲʰ, ɟʰˠ, ɟ̤ˠ",ɟʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0,"ɢˤʰ, ɢʰˤ, ɢ̤ˤ",ɢˤʰ
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0,"ɢʰː, ɢ̤ː",ɢʰː
-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɢ̤, ɢʰ",ɢʰ
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,+,-,0,-,0,0,ɡ͡bʷˤʰ,ɡ͡bʷˤʰ
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0,"ɡ͡bˤʰ, ɡ͡bʰˤ, ɡ͡b̤ˤ",ɡ͡bˤʰ
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,-,+,+,-,0,+,0,0,ɡ͡bʷʰː,ɡ͡bʷʰː
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,-,+,+,-,0,-,0,0,"ɡ͡bʷʰ, ɡ͡bʰʷ, ɡ͡b̤ʷ, ɡ͡bʷˠʰ, ɡ͡bʲʷʰ",ɡ͡bʷʰ
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,-,+,-,-,0,+,0,0,"ɡ͡bʰː, ɡ͡b̤ː",ɡ͡bʰː
-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,-,+,-,-,0,-,0,0,"ɡ͡b̤, ɡ͡bʰ, ɡ͡bʰʲ, ɡ͡b̤ʲ, ɡ͡bʲʰ, ɡ͡bʰˠ, ɡ͡b̤ˠ",ɡ͡bʰ
-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0,"d̪ʷˀ, d̪̰ʷ",d̪̰ʷ
-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0,"d̪̰ʲ, d̪̰ˠ",d̪̰ʲ
-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,+,-,-,-,0,-,0,0,d̪̰ˤ,d̪̰ˤ
-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,+,0,0,d̪̰ː,d̪̰ː
-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0,"d̪̰, d̪ˀ, ˀd̪, ɗ̻",ɗ̻
-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,+,-,-,+,-,0,-,0,0,"b͡dʷˀ, b͡d̰ʷ",b͡d̰ʷ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,+,-,-,-,-,0,-,0,0,"b͡d̰ʲ, b͡d̰ˠ",b͡d̰ʲ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,-,-,0,-,0,0,b͡d̰ˤ,b͡d̰ˤ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,-,-,-,0,+,0,0,b͡d̰ː,b͡d̰ː
-,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,-,-,-,0,-,0,0,"b͡d̰, b͡dˀ, ˀb͡d, ɗ̼",ɗ̼
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,+,-,+,-,0,-,0,0,ɗʷˤ,ɗʷˤ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,0,+,0,0,"ɗʷː, ɗːʷ",ɗʷː
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0,"ɗᶣ, dʷˀ, ɗʷˠ, ɗʷ, ɗʲʷ, d̰ʷ, ɗ̰ʷ",ɗʷ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,-,0,+,0,0,"ɗʲː, ɗːʲ, ɗːˠ",ɗʲː
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0,"ɗʲ, d̰ʲ, ɗ̰ʲ, d̰ˠ, ɗ̰ˠ, ɗˠ",ɗʲ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,0,+,0,0,"ɗˤː, ɗːˤ",ɗˤː
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,0,-,0,0,"d̰ˤ, ɗ̰ˤ, ɗˤ",ɗˤ
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0,"d̰ː, ɗ̰ː, ɗː",ɗː
-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0,"ɗ̰, d̰, ɗ, dˀ, ˀd, ˀɗ, ɗ̟, ɗ̠, ɗ̺",ɗ
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,+,+,-,+,-,0,-,0,0,ɓʷˤ,ɓʷˤ
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,+,-,-,+,-,0,+,0,0,"ɓʷː, ɓːʷ",ɓʷː
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0,"bʷˀ, ɓʷˠ, ɓʷ, ɓʲʷ, b̰ʷ, ɓ̰ʷ",ɓʷ
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,+,-,-,-,-,0,+,0,0,"ɓːʲ, ɓʲː, ɓːˠ",ɓʲː
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0,"ɓʲ, b̰ʲ, ɓ̰ʲ, b̰ˠ, ɓ̰ˠ, ɓˠ",ɓʲ
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,+,-,-,-,0,+,0,0,"ɓˤː, ɓːˤ",ɓˤː
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,+,-,-,-,0,-,0,0,"b̰ˤ, ɓ̰ˤ, ɓˤ",ɓˤ
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0,"b̰ː, ɓ̰ː, ɓː",ɓː
-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0,"b̰, ɓ̰, ɓ, bˀ, ˀb, ˀɓ, ɓ̟, ɓ̠",ɓ
-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0,"ɖʷˀ, ɖ̰ʷ",ɖ̰ʷ
-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,+,-,-,-,-,0,-,0,0,"ɖ̰ʲ, ɖ̰ˠ",ɖ̰ʲ
-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,0,-,0,0,ɖ̰ˤ,ɖ̰ˤ
-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,+,0,0,ɖ̰ː,ɖ̰ː
-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0,"ɖ̰, ɖˀ, ˀɖ",ɖ̰
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0,"ɠʷˤ, ʛʷˤ",ɠʷˤ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,+,-,-,0,+,0,0,"ɠˤː, ɠːˤ",ɠˤː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0,"ɡ̰ˤ, ɠ̰ˤ, ɠˤ",ɠˤ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,-,+,-,0,-,0,0,ʄʷˤ,ʄʷˤ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,-,-,-,0,+,0,0,"ʄˤː, ʄːˤ",ʄˤː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0,"ɟ̰ˤ, ʄ̰ˤ, ʄˤ",ʄˤ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,+,+,-,0,+,0,0,"ɠʷː, ʛʷː, ɠːʷ, ʛːʷ",ɠʷː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0,"ɠᶣ, ʛᶣ, ɢʷˀ, ɡʷˀ, ɠʷˠ, ʛʷˠ, ɠʲʷ, ɠʷ, ʛʷ, ʛʲʷ, ʛ̰ʷ, ɡ̰ʷ, ɠ̰ʷ, ɢ̰ʷ",ɠʷ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0,"ɠːʲ, ʛːʲ, ɠʲː, ʛʲː, ɡ̰ː, ɠ̰ː, ɠː, ɠːˠ, ʛːˠ",ɠː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɠʲ, ʛʲ, ɡ̰ʲ, ɠ̰ʲ, ɢ̰ʲ, ʛ̰ʲ, ɡ̰ˠ, ɠ̰ˠ, ɢ̰ˠ, ʛ̰ˠ, ɠˠ, ʛˠ, ɡ̰, ɠ̰, ɠ, ɡˀ, ˀɠ, ˀɡ, ɠ̟, ɠ̠",ɠ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,-,+,-,0,+,0,0,"ʄʷː, ʄːʷ",ʄʷː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,-,+,-,0,-,0,0,"ʄᶣ, ɟʷˀ, ʄʷˠ, ʄʷ, ʄʲʷ, ʄ̰ʷ, ɟ̰ʷ",ʄʷ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0,"ɟ̰ː, ʄ̰ː, ʄː, ʄːʲ, ʄʲː, ʄːˠ",ʄː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0,"ʄʲ, ɟ̰, ʄ̰, ʄ, ɟˀ, ˀɟ, ˀʄ, ʄ̟, ʄ̠, ɟ̰ʲ, ʄ̰ʲ, ɟ̰ˠ, ʄ̰ˠ, ʄˠ",ʄ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,+,+,-,-,0,+,0,0,"ʛˤː, ʛːˤ",ʛˤː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0,"ɢ̰ˤ, ʛ̰ˤ, ʛˤ",ʛˤ
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0,"ɢ̰ː, ʛ̰ː, ʛː",ʛː
-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɢ̰, ʛ̰, ʛ, ɢˀ, ˀɢ, ˀʛ, ʛ̟, ʛ̠",ʛ
-,-,+,-,-,-,-,-,+,-,+,0,-,0,+,+,+,+,-,-,0,-,0,0,ɡ͡b̰ˤ,ɡ͡b̰ˤ
-,-,+,-,-,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,0,-,0,0,"ɡ͡bʷˀ, ɡ͡b̰ʷ",ɡ͡b̰ʷ
-,-,+,-,-,-,-,-,+,-,+,0,-,0,+,+,-,+,-,-,0,+,0,0,ɡ͡b̰ː,ɡ͡b̰ː
-,-,+,-,-,-,-,-,+,-,+,0,-,0,+,+,-,+,-,-,0,-,0,0,"ɡ͡b̰, ɡ͡bˀ, ˀɡ͡b, ɡ͡b̰ʲ, ɡ͡b̰ˠ",ɡ͡b̰
-,-,+,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,-,0,-,0,0,"d̪̼, b͡d̻",d̪̼
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,+,-,+,-,0,-,0,0,d̪ʷˤ,d̪ʷˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0,"d̪ʷː, d̪ːʷ",d̪ʷː
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0,"d̪ᶣ, d̪ʷˠ, d̪ʷ, d̪ʲʷ",d̪ʷ
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0,"d̪ːʲ, d̪ʲː, d̪ːˠ",d̪ʲː
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0,"d̪ʲ, d̪ˠ",d̪ʲ
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,0,+,0,0,"d̪ˤː, d̪ːˤ",d̪ˤː
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-,0,0,d̪ˤ,d̪ˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0,d̪ː,d̪ː
-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0,"d̪, d̪̟, d̻, d̪̻, d̪̠",d̪
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,-,+,-,0,-,0,0,b͡dʷˤ,b͡dʷˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,+,0,0,"b͡dʷː, b͡dːʷ",b͡dʷː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0,"b͡dʷˠ, b͡dʷ, b͡dʲʷ",b͡dʷ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0,"b͡dːʲ, b͡dʲː, b͡dːˠ",b͡dʲː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,-,0,0,"b͡dʲ, b͡dˠ",b͡dʲ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,-,+,-,-,-,0,+,0,0,"b͡dˤː, b͡dːˤ",b͡dˤː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,-,+,-,-,-,0,-,0,0,b͡dˤ,b͡dˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,-,0,+,0,0,b͡dː,b͡dː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0,"b͡d, b͡d̟, d̼, b͡d̼, b͡d̠, b͡d̺",d̼
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,+,-,+,-,0,-,0,0,dʷˤ,dʷˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0,"dʷː, dːʷ",dʷː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0,"dᶣ, dʷˠ, dʷ, dʲʷ",dʷ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0,"dːʲ, dʲː, dːˠ",dʲː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0,"dʲ, dˠ",dʲ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0,"dˤː, dːˤ",dˤː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0,dˤ,dˤ
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0,dː,dː
-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0,"d, d̟, d̠, d̺, d̪̺",d
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0,bʷˤ,bʷˤ
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0,"bʷː, bːʷ",bʷː
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0,"bʷˠ, bʷ, bʲʷ",bʷ
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0,"bːʲ, bʲː, bːˠ",bʲː
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"bʲ, bˠ",bʲ
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0,"bˤː, bːˤ",bˤː
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0,bˤ,bˤ
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0,bː,bː
-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,"b, b̟, b̠",b
-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0,ɖ̻,ɖ̻
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,0,-,0,0,ɖʷˤ,ɖʷˤ
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,0,+,0,0,"ɖʷː, ɖːʷ",ɖʷː
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,0,-,0,0,"ɖᶣ, ɖʷˠ, ɖʷ, ɖʲʷ",ɖʷ
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,+,0,0,"ɖːʲ, ɖʲː, ɖːˠ",ɖʲː
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0,"ɖʲ, ɖˠ",ɖʲ
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,0,+,0,0,"ɖˤː, ɖːˤ",ɖˤː
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,0,-,0,0,ɖˤ,ɖˤ
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0,ɖː,ɖː
-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,"ɖ, ɖ̟, ɖ̠, ɖ̺",ɖ
-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0,"ɡʷˤ, ɢʷˤ",ɡʷˤ
